Card No., Card name, When released, When released another format, History of the card, Number of times the card was changed
07/12/2021|On 7/12/21, the 2021 Quarter 4 Update increased the Tesla's hit speed interval to 1.2 seconds (from 1.1 seconds).",13
83,Elixir Collector,4 January 2016,04/01/2016,"02/02/2016|On 2/2/2016, the February 2016 Update, increased the Elixir Collector's production speed to 9.8 sec (from 9.9 sec). This was because of a bug where it would produce 6 Elixir instead of 7.
03/05/2016|On 3/5/2016, the May 2016 Update, increased the Rare card level cap to 11 (from 10) and decreased the Elixir Collector's hitpoints by 20%.
18/05/2016|On 18/5/2016, a Balance Update, decreased the Elixir Collector's hitpoints by 9%.
04/07/2016|On 4/7/2016, the Tournaments Update, made the Elixir Collector's production rate affected by spell effects (Freeze, Zap, and Rage), plus the Ice Wizard's slowing.
20/10/2016|On 20/10/2016, a Balance Update, increased the Elixir Collector's Elixir cost to 6 (from 5) and increased its lifetime by 10 seconds. This increased lifetime allows it to produce up to 8 Elixir.
30/11/2016|On 30/11/2016, a Balance Update, increased the Elixir Collector's production speed to 8.5 seconds (from 9.8 seconds) and decreased its lifetime to 70 seconds (from 80 seconds).
12/12/2017|On 12/12/2017, the Electrifying Update, decreased the Elixir Collector‘s hitpoints by 13%.
05/12/2018|On 5/12/2018, the December 2018 Update, changed the Elixir Collector such that, if used in a deck, will never appear as one of the cards in the player's opening hand. Its description was also changed. Previously, its description was ""You gotta spend Elixir to make Elixir!"".
04/04/2022|On 4/4/22, the 2022 Quarter 1 Update added a 1 Elixir death spawn to the Elixir Collector, decreased its lifetime to 65 sec (from 70 sec) and decreased its production speed to 9 sec (from 8.5 sec).",9
84,X-Bow,4 January 2016,04/01/2016,"02/02/2016|On 2/2/2016, the February 2016 Update, decreased the X-Bow's hitpoints by 15% and removed its ability to target air troops.
09/02/2016|On 9/2/2016, the Chest Rewards & Card Balance Update, increased the X-Bow's deployment time to 5 seconds (from 3 seconds).
23/03/2016|On 23/3/2016, a Balance Update, decreased the X-Bow's range to 12 tiles (from 13 tiles).
03/05/2016|On 3/5/2016, the May 2016 Update, fixed the ""range bug"" and decreased the X-Bow's range to 11.5 tiles (from 12 tiles) but its effective range is unchanged.
21/06/2016|On 21/6/2016, a Balance Update, decreased the X-Bow's deploy time to 4 seconds (from 5 seconds) and increased its hitpoints by 18%.
16/03/2017|On 16/3/2017, a maintenance break, fixed some unexpected behaviour that the X-Bow showed.
11/08/2017|On 11/8/2017, a Balance Update, decreased the X-Bow's deploy time to 3.5 seconds (from 4 seconds).
20/06/2018|On 20/6/2018, the Summer 2018 Update, moved the Arena to unlock the X-Bow from Barbarian Bowl (Arena 3) to Builder's Workshop (Arena 6). It also fixed a bug where the X-Bow would occasionally stop shooting at the edge of its range.
04/03/2019|On 4/3/2019, a Balance Update, increased the X-Bow's hitpoints by 4%.
09/12/2020|On 9/12/2020, a Balance Update, increased damage by 30%, reduced its hitpoints by 4%, increased its hit speed to 0.3 sec (from 0.25 sec) and its lifetime to 30 seconds (from 40 seconds).",10
85,Tombstone,4 January 2016,04/01/2016,"09/02/2016|On 9/2/2016, the Chest Rewards & Card Balance Update, decreased the number of spawned Skeletons when destroyed to 4 (from 6).
19/02/2016|On 19/2/2016, a Balance Update, decreased its lifetime to 40 seconds (from 60 seconds).
29/02/2016|On 29/2/2016, the March 2016 Update, decreased the sight range of the Skeletons.
18/05/2016|On 18/5/2016, a Balance Update, increased the Skeletons' hitpoints and damage by 5%. In addition, the hitpoints of the Tombstone were increased by 10%.
04/07/2016|On 4/7/2016, the Tournaments Update, increased the Tombstone's hitpoints by 9%.
24/08/2016|On 24/8/2016, a Balance Update, increased the Tombstone's spawn speed to 2.5 seconds (from 2.9 seconds). Between this change and the next, it spawned 16 Skeletons instead of 14.
30/11/2016|On 30/11/2016, a Balance Update, decreased the Tombstone's spawn speed back to 2.9 seconds.
05/11/2018|On 5/11/2018, a Balance Update, decreased the Tombstone's spawn speed to 3.1 seconds, and reduced the Skeletons spawned upon death to 3 (from 4). The card's flavor text was likewise updated.
03/11/2020|On 3/11/2020, a Balance Update, increased the Tombstone's hitpoints by 4%.
06/09/2021|On 6/9/21, a Balance Update increased the Tombstone's death spawn to 4 (from 3). Its description also changed slightly to account for the death spawn change.
07/12/2021|On 7/12/21, the 2021 Quarter 4 Update decreased the lifetime of the Tombstone to 30 seconds (from 40 seconds), increase its spawn speed interval to 3.8 seconds (from 3.1 seconds) and increase the amount of Skeletons it spawns per wave to 2 (from 1).
04/04/2022|On 4/4/22, the 2022 Quarter 1 Update increase its spawn speed interval to 4 seconds (from 3.8 seconds).",12
86,Furnace,3 May 2016,03/05/2016,"18/05/2016|On 18/5/2016, a Balance Update, decreased the Furnace's Elixir cost to 4 (from 5), its hitpoints by 14%, and its lifetime to 40 seconds (from 50 seconds). In addition, the Fire Spirit's area damage radius was increased by 25%.
21/06/2016|On 21/6/2016, a Balance Update, increased the Furnace's lifetime to 50 sec (from 40 sec).
19/04/2017|On 19/4/2017, a Balance Update, decreased the Furnace's hitpoints by 5%.
02/07/2018|On 2/7/2018, a Balance Update, increased the Fire Spirits' area damage by 5%.
05/05/2020|On 5/5/2020, a Balance Update, decreased the Furnace's hitpoints by 16%.
09/09/2020|On 9/9/2020, a Balance Update, increased the Fire Spirits' area damage radius to 1.7 tiles (from 1.5 tiles).
07/06/2021|On 7/6/21, the 2021 Quarter 2 Update decreased the time between waves to 7 seconds (from 9 seconds), number of Fire Spirits spawned each wave to 1 (from 2), and decreased its lifetime to 49 seconds (from 50 seconds). Its description was updated to reflect the number for Fire Spirits spawned per wave (previously saying, ""The“Furnace spawns two Fire Spirits at a time. It also makes great brick-oven pancakes.""). In addition, the Fire Spirits' hitpoints were increased by 109%, their damage by 6%, their range to 2.5 tiles (from 2 tiles), and their area damage radius to 2.5 tiles (from 1.7 tiles). It also moved the Arena to unlock the Furnace from Spell Valley (Arena 5) to Hog Mountain (Arena 10).
06/09/2021|On 6/9/21, a Balance Update decreased the Fire Spirits' area damage radius to 2.3 tiles (from 2.5 tiles).
07/12/2021|On 7/12/21, the 2021 Quarter 4 Update reduced the hitpoints of the Furnace by 17%, its lifetime to 33 seconds (from 49 seconds), and its spawn speed interval to 6 seconds (from 7 seconds) while adding a death spawn of one Fire Spirit. It also decreased the range of the Fire Spirits to 2 tiles (from 2.5 tiles).
02/08/2022|On 2/8/22, a Balance Update decreased the Fire Spirit's area damage by 9%.",10
87,Goblin Cage,17 May 2019,17/05/2019,"01/07/2019|On 1/7/2019, the July 2019 Update, increased the Goblin Cage's lifetime to 20 sec (from 15 sec), and also increased the damage of the Goblin Brawler by 25%. His description was also updated; previously saying ""When the Goblin Cage is destroyed, a Goblin Brawler is unleashed into the Arena! Goblin Brawler never skips leg day."" It also added the Goblin Cage as a Trophy Road reward.
02/09/2019|On 2/9/2019, a Balance Update, decreased the Goblin Brawler's movement speed to Fast (from Very Fast).
05/05/2020|On 5/5/2020, a Balance Update, increased the Goblin Brawler's damage by 6%.
07/12/2021|On 7/12/21, the 2021 Quarter 4 Update, decreased the hitpoints of the Goblin Cage's cage by 23%.",4
88,Goblin Drill,11 July 2021,11/07/2021,"17/06/2021|On 17/6/21, prior to the card's general release, a maintenance break added a 1 second delay before the first Goblin spawn, adjusted the formation of the Goblins which spawned upon the Drill's destruction (now spawning more closely together in the center of the Drill), and reduced the push effect of the Drill's burrowing effect on ground troops.
06/09/2021|On 6/9/21, a Balance Update decreased the count of the Goblin Drill's death spawn to 2 (from 3).
27/10/2021|On 27/10/21, the 2021 Quarter 3 Update changed the Goblin Drill's trail to make it more distinct from the Miner's.
07/06/2022|On 7/6/22, a Balance Update decreased the Goblin Drill‘s burrowing speed by 25%.",4
89,Fireball,4 January 2016,04/01/2016,"19/02/2016|On 19/2/2016, a Balance Update, decreased the Fireball’s Crown Tower damage from 50% to 40% of the full damage.
12/12/2017|On 12/12/2017, the Electrifying Update, decreased the Fireball’s Crown Tower damage from 40% to 35% of the full damage.
25/04/2018|On 25/4/2018, the Clan Wars Update, allowed the Fireball to be placed on the river.
01/10/2018|On 1/10/2018, a Balance Update, fixed a bug where troops that were spawned after their parent troops died would be immune to spell damage.
04/08/2020|On 4/8/2020, a Balance Update, decreased the Fireball’s Crown Tower damage from 35% to 30% of the full damage.
02/08/2022|On 2/8/22, a Balance Update decreased the Fireball's pushback distance to 1 tile (from 1.8 tiles).",6
90,Arrows,4 January 2016,04/01/2016,"02/02/2016|On 2/2/2016, the February 2016 Update, decreased the Arrows' damage by 4%.
19/02/2016|On 19/2/2016, a Balance Update, decreased the Arrows’ Crown Tower damage from 50% to 40% of the full damage.
13/03/2017|On 13/3/2017, the March 2017 Update, increased the travel speed of the Arrows by 33%.
12/12/2017|On 12/12/2017, the Electrifying Update, decreased the Arrows’ Crown Tower damage from 40% to 35% of the full damage.
25/04/2018|On 25/4/2018, the Clan Wars Update, allowed the Arrows to be placed on the river.
01/10/2018|On 1/10/2018, a Balance Update, fixed a bug where troops that were spawned after their parent troops died would be immune to spell damage.
03/06/2019|On 3/6/2019, a Balance Update, increased the travel speed of the Arrows by 37%.
26/11/2019|On 26/11/2019, the End of November 2019 Update, increased the Arrows' damage by 23%, and made them shoot three volleys of arrows instead of one, with the total damage split evenly between each volley.
04/08/2020|On 4/8/2020, a Balance Update, decreased the Arrows' Crown Tower damage from 35% to 30% of the full damage.",9
91,Rage,4 January 2016,04/01/2016,"29/02/2016|On 29/2/2016, the March 2016 Update, added a falloff effect to Rage, causing troops to lose the bonus if they are out of its effect for 2 seconds, whereas previously troops kept the effect permanently.
23/03/2016|On 23/3/2016, a Balance Update, increased the Rage's movement and attack speed boost to 40% (from 35%) and decreased its duration by 20%.
04/07/2016|On 4/7/2016, the Tournaments Update, allowed the Elixir Collector to be affected by Rage.
19/09/2016|On 19/9/2016, the September 2016 Update, decreased the Rage's Elixir cost to 2 (from 3), its attack speed boost to 30% (from 40%) and its duration by 2 sec.
01/11/2016|On 1/11/2016, the November 2016 Update, increased the Rage's attack speed boost to 35% (from 30%).
25/04/2018|On 25/4/2018, the Clan Wars Update, allowed the Rage to be directly placed on the river.
01/07/2019|On 1/7/2019, the July 2019 Update, removed the Rage from all Draft selections.",7
92,Rocket,4 January 2016,04/01/2016,"19/02/2016|On 19/2/2016, a Balance Update, decreased the Rocket's Crown Tower damage from 50% to 40% of the full damage.
12/12/2017|On 12/12/2017, a Balance Update, decreased the Rocket’s Crown Tower damage from 40% to 35% of the full damage.
25/04/2018|On 25/4/2018, the Clan Wars Update, allowed the Rocket to be placed on the river.
01/10/2018|On 1/10/2018, a Balance Update, fixed a bug where troops that were spawned after their parent troops died would be immune to spell damage.
04/08/2020|On 4/8/2020, a Balance Update, decreased the Rocket’s Crown Tower damage from 35% to 30% of the full damage.",5
93,Goblin Barrel,4 January 2016,04/01/2016,"11/01/2016|On 11/1/2016, the First Update, decreased the spawned Goblins level by 1. Prior to the balance, a max level Goblin Barrel could spawn level 14 Goblins, which was 2 levels higher than the max level at the time.
19/02/2016|On 19/2/2016, a Balance Update, decreased the Goblin Barrel's Crown Tower damage from 50% to 40% of the full damage.
29/02/2016|On 29/2/2016, the March 2016 Update, decreased the sight range of the Goblins.
21/06/2016|On 21/6/2016, a Balance Update, decreased the Goblin spawn time to 1 second (from 1.2 seconds).
04/07/2016|On 4/7/2016, the Tournaments Update, decreased the Goblin Barrel's Elixir cost to 3 (from 4), increased its Goblin spawn time to 1.2 seconds (from 1 second) and removed its impact damage.
12/12/2017|On 12/12/2017, the Electrifying Update, decreased the Goblins’ damage by 6%.
02/07/2018|On 2/7/2018, a Balance Update, decreased the Goblins' hitpoints by 1%. This was to fix an inconsistency with Minions that could not take out Goblins in two hits at the same level.
06/05/2019|On 6/5/2019, a Balance Update, decreased the deploy time of the Goblins released from the Goblin Barrel to 1.1 seconds (from 1.2 seconds).
07/06/2021|On 7/6/21, the 2021 Quarter 2 Update moved the Arena to unlock the Goblin Barrel from Goblin Stadium (Arena 1) to Barbarian Bowl (Arena 3). It also added a card render to the Goblin Barrel's card info screen.",9
94,Freeze,4 January 2016,04/01/2016,"02/02/2016|On 2/2/2016, the February 2016 Update decreased the Freeze's radius to 3 (from 4) and the duration would increase 0.3 seconds per level (from 0.4 seconds).
18/05/2016|On 18/5/2016, a Balance Update, decreased the Freeze's duration by 1 second.
04/07/2016|On 4/7/2016, the Tournaments Update, allowed it to stop the Elixir Collector's Elixir generation and reset the Inferno Tower's damage output.
25/04/2018|On 25/4/2018, the Clan Wars Update, allowed the Freeze to be placed on the river.
05/12/2018|On 5/12/2018, the December 2018 Update, set the Freeze's duration to 5 seconds for every level and made the spell deal area damage.
07/01/2019|On 7/1/2019, a Balance Update, reduced the Freeze's Crown Tower damage by 65%, to be consistent with all other damaging spells.
04/02/2019|On 4/2/2019, a Balance Update, decreased the Freeze's duration to 4 seconds (from 5) and decreased its damage by 6%.
04/08/2020|On 4/8/2020, a Balance Update, decreased the Freeze's Crown Tower damage from 35% to 30% of the full damage.",8
95,Mirror,4 January 2016,04/01/2016,"02/02/2016|On 2/2/2016, the February 2016 Update, increased the level of Mirrored Common cards by 4 and Mirrored Rare cards by 2.
29/02/2016|On 29/2/2016, the March 2016 Update, changed the Mirror's artwork. It was also fixed to correctly cost your previous card +1 Elixir.
23/03/2016|On 23/3/2016, a Balance Update, decreased the Mirrored Legendary cards level by 1.
03/05/2016|On 3/5/2016, the May 2016 Update, increased the Mirrored Common and Rare cards level by 1. It also changed the Mirror by making it count as a 1.5 Elixir card when calculating the Average Elixir Cost of a deck. Before the update, it was simply ignored in calculating the average cost as if the deck had only 7 cards.
19/09/2016|On 19/9/2016, the September 2016 Update, increased all Mirrored cards' level by 1. This allows players with Level 8 Mirror to deploy Level 14 cards, which would be unobtainable otherwise.
02/11/2016|On 2/11/2016, a maintenance break, decreased the Level 8 Mirror's Mirrored card's level by 1. This was to fix a bug where cards above the max level did not appear.
15/12/2016|On 15/12/2016, the December 2016 Update, increased the Level 8 Mirror's Mirrored card's level by 1; the bug above was finally fixed.
20/06/2018|On 20/6/2018, the Summer 2018 Update, changed the Mirror such that, if used in a deck, will never appear as one of the cards in the player's opening hand. It also moved the Arena to unlock this card from Spell Valley (Arena 5) to Electro Valley (Arena 11).
27/06/2018|On 27/6/2018, an Optional Update, changed the Mirror such that it will never appear as one of the cards in the player's opening hand during Draft battles.
13/02/2019|On 13/2/2019, an Optional Update, made it so that mirroring Three Musketeers would no longer display the cost of 11 Elixir.
01/07/2019|On 1/7/2019, the July 2019 Update, removed the Mirror from all Draft selections.
04/04/2022|On 4/4/22, the 2022 Quarter 1 Update changed the level of the mirrored card to +2, allowing it to spawn Level 16 cards at max level.",12
96,Lightning,4 January 2016,04/01/2016,"19/02/2016|On 19/2/2016, the Balance Update, decreased the Lightning's Crown Tower damage from 50% to 40% of the full damage.
19/09/2016|On 19/9/2016, the September 2016 Update, gave the Lightning the ability to stun targets for 0.5 seconds.
09/10/2017|On 9/10/2017, the Epic Quests Update, reduced Lightning's damage by 3%, and its radius to 3 tiles (from 3.5 tiles).
12/12/2017|On 12/12/2017, the Electrifying Update, decreased the Lightning’s Crown Tower damage from 40% to 35% of the full damage.
25/04/2018|On 25/4/2018, the Clan Wars Update, increased the Lightning’s radius to 3.5 tiles (from 3 tiles). It also allowed the Lightning to be placed on the river.
03/09/2018|On 3/9/2018, a Balance Update, increased the Lightning's damage by 5%.
01/10/2018|On 1/10/2018, a Balance Update, fixed a bug where troops that were spawned after their parent troops died would be immune to spell damage.
04/08/2020|On 4/8/2020, a Balance Update, decreased the Lightning's Crown Tower damage from 35% to 30% of the full damage.
19/11/2020|On 19/11/2020, a maintenance break, fixed a bug where using Lightning on an Electro Giant would cause the game to crash.
30/03/2022|On 30/3/22, the Miner Update gave the Lightning a visual effect that shows even if it does not damage anything.",10
97,Zap,4 January 2016,04/01/2016,"09/02/2016|On 9/2/2016, the Chest Rewards & Card Balance Update, increased the Zap's damage by 6%.
19/02/2016|On 19/2/2016, a Balance Update, decreased the Zap’s Crown Tower damage from 50% to 40% of the full damage.
29/02/2016|On 29/2/2016, the March 2016 Update, added a stun effect to affected targets in the Zap's AoE (Area of Effect) for 1 second and decreased its damage by 6%. The update also changed the description from ""Lightning zaps enemies, dealing damage inside a small radius. Reduced damage to Crown Towers."" to the current description.
04/07/2016|On 4/7/2016, the Tournaments Update, allowed it to stop the Elixir Collector's Elixir generation and reset the Inferno Tower's damage output.
24/08/2016|On 24/8/2016, a Balance Update, decreased the Zap's stun from 1 second to 0.5 seconds.
23/01/2017|On 23/1/2017, a Balance Update, decreased the Zap’s damage by 6%.
12/12/2017|On 12/12/2017, the Electrifying Update, decreased the Zap’s Crown Tower damage from 40% to 35% of the full damage.
25/04/2018|On 25/4/2018, the Clan Wars Update, allowed the Zap to be placed on the river.
01/10/2018|On 1/10/2018, a Balance Update, fixed a bug where troops that were spawned after their parent troops died would be immune to spell damage.
04/08/2020|On 4/8/2020, a Balance Update, decreased the Zap's Crown Tower damage from 35% to 30% of the full damage.",10
98,Poison,29 February 2016,29/02/2016,"23/03/2016|On 23/3/2016, a Balance Update, increased the Poison's damage by 5%.
04/07/2016|On 4/7/2016, the Tournaments Update, allowed the Elixir Collector to be affected by the Poison's slowing.
20/10/2016|On 20/10/2016, a Balance Update, removed the slowing capabilities of the Poison. This also changed the description. It was used to say: ""Covers the target area in a sticky toxin, damaging and slowing down enemy troops and buildings. Yet somehow leaves the grass green and healthy. Go figure!""
30/11/2016|On 30/11/2016, a Balance Update, increased its damage by 10%.
13/02/2017|On 13/2/2017, a Balance Update, decreased its duration to 8 seconds (from 10 seconds), but increased its damage per second by 24%.
12/06/2017|On 12/6/2017, the June 2017 Update allowed multiple Poison spells to stack.
12/12/2017|On 12/12/2017, the Electrifying Update, decreased the Poison’s Crown Tower damage to 35% of the total damage (from 40%).
25/04/2018|On 25/4/2018, the Clan Wars Update, allowed the Poison to be placed on the river.
01/10/2018|On 1/10/2018, a Balance Update, fixed a bug where troops that were spawned after their parent troops died would be immune to spell damage.
04/08/2020|On 4/8/2020, a Balance Update, decreased the Poison’s Crown Tower damage to 30% of the full damage (from 35%).
06/09/2021|On 6/9/21, a Balance Update made it so the Poison slows enemy movement speed by 15%.",11
99,Graveyard,28 October 2016,28/10/2016,"11/08/2017|On 11/8/2017, a Balance Update, decreased the Graveyard's duration to 9 seconds (from 10 seconds), consequently causing it to spawn 2 fewer Skeletons (15 instead of 17).
09/10/2017|On 9/10/2017, the Epic Quests Update, increased the Graveyard's duration to 10 seconds (from 9 seconds), reduced its radius to 4 tiles (from 5), made the first Skeleton spawn 0.5 seconds slower, and made the spawn mechanics of the Skeletons less random by making the skeletons spawn on the edge.
25/04/2018|On 25/4/2018, the Clan Wars Update, allowed the Graveyard to be placed on the river.
03/11/2020|On 3/11/2020, a Balance Update, decreased the area where Skeletons can potentially spawn inside the radius, with the new range being 3.5 - 4 tiles (from 3 - 4 tiles).
18/11/2020|On 18/11/2020, the Clan Wars Improvement Update, reverted the previous balance change, making the spawn radius 3 - 4 tiles once again.
09/12/2020|On 9/12/2020, a Balance Update, increased the delay of the first Skeleton spawn to 2.2 seconds (from 2 seconds).
04/04/2022|On 4/4/22, the 2022 Quarter 1 Update decreased the Graveyard's duration to 9.5 seconds (from 10 seconds), consequently causing it to spawn 1 less Skeleton (14 instead of 15).",7
100,The Log,4 July 2016,04/07/2016,"24/08/2016|On 24/8/2016, a Balance Update, decreased The Log's cast time by 66% and its travel speed increased by 20%.
19/09/2016|On 19/9/2016, the September 2016 Update, allowed The Log to push back all ground troops. This allowed The Log to reset the charge attacks of the Prince and Dark Prince.
20/10/2016|On 20/10/2016, a Balance Update, increased The Log's rolling speed and distance, as well as increased its damage by 8.5%.
13/03/2017|On 13/3/2017, the March 2017 Update, decreased The Log's damage by 4% and decrease its rolling distance by 0.5 tiles (to 11.1 tiles from 11.6 tiles). On the same day, a bug was discovered where the Log was not able to be deployed on top of buildings. To compensate for this, in a maintenance break, the rolling distance was restored to 11.6 tiles until the next client update.
12/06/2017|On 12/6/2017, the June 2017 Update, decreased The Log's rolling distance by 0.5 tiles (to 11.1 tiles from 11.6 tiles). The bug that prevented the Log from being deployed on top of buildings was also fixed.
12/12/2017|On 12/12/2017, the Electrifying Update, decreased The Log’s Crown Tower damage from 40% to 35% of the full damage.
25/04/2018|On 25/4/2018, the Clan Wars Update, allowed the Log to be placed on the river if a Crown Tower has been already destroyed.
01/10/2018|On 1/10/2018, a Balance Update, fixed a bug where troops that were spawned after their parent troops died would be immune to spell damage.
04/08/2020|On 4/8/2020, a Balance Update, decreased The Log's rolling distance by 1 tile (to 10.1 tiles, from 11.1 tiles), and decreased its Crown Tower damage from 35% to 30% of the full damage.
07/06/2021|On 7/6/21, the 2021 Quarter 2 Update slightly changed The Log's description, adding the phrase “Reduced damage to Crown Towers.” to it.
07/06/2022|On 7/6/2022, a Balance Update decreased The Log's Crown Tower damage from 30% to 20% of the full damage.",11
101,Tornado,11 November 2016,11/11/2016,"15/12/2016|On 15/12/2016, the December 2016 Update, increased its radius by 10% and also increased its pulling power. This update also changed its description. It used to say: ""Drags enemy troops to the center of the Tornado while dealing damage over time. Doesn't affect buildings.""
13/03/2017|On 13/3/2017, the March 2017 Update, allowed the Tornado to be placed on buildings.
12/06/2017|On 12/6/2017, a June 2017 Update, decreased the Tornado's duration by 0.5 seconds (to 2.5 seconds from 3 seconds), but allowed multiple Tornado spells to stack.
25/04/2018|On 25/4/2018, the Clan Wars Update, increased the Tornado‘s damage per second by 21%, but also decreased the duration by 0.5 sec (from 2.5 sec to 2 sec). It also allowed the Tornado to be placed on the river.
20/06/2018|On 20/6/2018, the Summer 2018 Update, moved the Arena to unlock the Tornado from Builder's Workshop (Arena 6) to Frozen Peak (Arena 8).
01/10/2018|On 1/10/2018, a Balance Update, fixed a bug where troops that were spawned after their parent troops died would be immune to spell damage.
05/05/2020|On 5/5/2020, a Balance Update, decreased the Tornado's duration by 50% (2 secs -> 1 sec) but its pull strength was increased by 65% and its damage per second by 100%. It was also changed to damage buildings. As a result, the ""Doesn't affect buildings."" blurb from its description was removed.",7
102,Clone,9 December 2016,09/12/2016,"13/03/2017|On 13/3/2017, the March 2017 Update, stopped the Clone from resetting charge attacks of cloned troops. While it will no longer reset charge attacks of the original troops, the clones spawn without being charged, retaining its behavior prior to this change.
12/06/2017|On 12/6/2017, the June 2017 Update, made the Cloning effect faster.
25/04/2018|On 25/4/2018, the Clan Wars Update, allowed the Clone to be placed on the river.
20/06/2018|On 20/6/2018, the Summer 2018 Update, increased the Clone's radius to 4 tiles (from 3 tiles). It also moved the Arena to unlock this card from Frozen Peak (Arena 8) to Electro Valley (Arena 11).
01/10/2018|On 1/10/2018, a Balance Update, fixed a bug where troops that were spawned after their parent troops died could not be cloned.
28/01/2019|On 28/1/2019, the January 2019 Update, made the cloned troops spawn behind the original troops instead of to the right.
15/04/2019|On 15/4/2019, the April 2019 Update, reduced the Clone's radius to 3 tiles (from 4 tiles).
31/08/2020|On 31/8/2020, the Clan Wars II Update, made it so that cloned troops can no longer be healed.
01/11/2021|On 1/11/21, a bug where cloned troops that spawn troops spawn non-cloned troops was patched.",9
103,Earthquake,15 April 2019,15/04/2019,"03/06/2019|On 3/6/2019, a Balance Update, made it so that the Earthquake would appear more often in Clan Wars.
03/03/2020|On 3/3/2020, a Balance Update, allowed the Earthquake to affect a hidden Tesla.
05/05/2020|On 5/5/2020, a Balance Update, increased the Earthquake's regular damage by 11%, but decreased its building damage multiplier from a 4X multiplier to a 3X multiplier.
01/06/2020|On 1/6/2020, a Balance Update, increased the Earthquake's movement speed debuff from 35% to 50%, but removed its troop attack speed debuff and unit spawn speed debuff.
11/02/2021|On 11/2/2021, a maintenance break decreased the Earthquake's Crown Tower damage by 15%, but increased its damage to buildings by 16%.
08/04/2022|On 8/4/2022, an Emergency Balance Update decreased the Earthquake's Crown Tower damage from 85% to 65% of the full troop damage.",6
104,Barbarian Barrel,6 April 2018,06/04/2018,"25/04/2018|On 25/4/2018, the Clan Wars Update, increased the Barbarian Barrel’s range to 7 (from 6.5). It also allowed the Barbarian Barrel to be placed on the river if a Crown Tower has been already destroyed.
04/06/2018|On 4/6/2018, a Balance Update, increased the Barbarian‘s hit speed to 1.4 sec (from 1.5 sec).
20/06/2018|On 20/6/2018, the Summer 2018 Update, increased the Barbarian Barrel's damage by 17%, and allow the user to see where the spawned Barbarian will be after it is used. It also moved the Arena to unlock this card from Hog Mountain (Arena 10) to Barbarian Bowl (Arena 3).
03/09/2018|On 3/9/2018, a Balance Update, decreased the Barbarian Barrel's Elixir cost to 2 (from 3), decreased its range to 5 (from 7), decreased its damage by 9%, and removed its ability to knock back troops.
01/10/2018|On 1/10/2018, a Balance Update, made the Barbarian Barrel roll faster and deploy the Barbarian quicker. It also fixed a bug where troops that were spawned after their parent troops died would be immune to spell damage.
03/12/2018|On 3/12/2018, a Balance Update, decreased the Barbarian Barrel’s damage by 4%.
07/01/2019|On 7/1/2019, a Balance Update, decreased the Barbarian Barrel’s deploy time (the Barbarian will not attack for 0.15 seconds after jumping out of the barrel, allowing other units to be placed close to it so that it retargets onto those).
04/03/2019|On 4/3/2019, a Balance Update, decreased the Barbarian's hitpoints by 13%.
03/06/2019|On 3/6/2019, a Balance Update, decreased the Barbarian Barrel's damage by 10.5%.
01/07/2019|On 1/7/2019, the July 2019 Update, fixed a bug where the Barbarian Barrel's width was actually 3.9 tiles (decrease of 1.3 tiles to correctly match vision of Barbarian Barrel's width: 2.6 tiles).
05/08/2019|On 5/8/2019, a Balance Update, decreased the Barbarian Barrel's damage by 15%.
04/11/2019|On 4/11/2019, a Balance Update, increased the Barbarian's Barrel's damage by 8%.
07/06/2022|On 7/6/22, a Balance Update increased the Barbarian‘s hit speed to 1.3 sec (from 1.4 sec), but it also decreased the Barbarian Barrel's range to 4.5 (from 5).",13
105,Heal Spirit,2 April 2020,02/04/2020,"09/09/2020|On 9/9/2020, a Balance Update, decreased the Heal Spirit's healing radius to 3.5 tiles (from 4 tiles).
06/10/2020|On 6/10/2020, a Balance Update, decreased the Heal Spirit's healing effect by 9%.
09/12/2020|On 9/12/2020, a Balance Update, decreased the Heal Spirit's damage by 69%.
30/03/2021|On 30/3/21, a Balance Update increased the Heal Spirit's damage by 225%, but reduced its healing radius to 2.5 tiles (from 3.5 tiles).",4
106,Giant Snowball,20 June 2018,20/06/2018,"01/10/2018|On 1/10/2018, a Balance Update, increased the Giant Snowball's slow duration to 2.5 seconds (from 2 seconds) and damage by 10%. It also fixed a bug where troops that were spawned after their parent troops died would be immune to spell damage.
03/12/2018|On 3/12/2018, a Balance Update, increased the Giant Snowball’s damage by 14%.
01/07/2019|On 1/7/2019, the July 2019 Update, reduced the Giant Snowball's radius to 2.5 tiles (from 3 tiles).
07/10/2019|On 7/10/2019, a Balance Update, reduced the push back of the Giant Snowball to 1.5 tiles (from 1.8 tiles).
04/08/2020|On 4/8/2020, a Balance Update, decreased the Giant Snowball's Crown Tower damage to 30% of the full damage (from 35%).
07/06/2021|On 7/6/21, the 2021 Quarter 2 Update slightly changed the Giant Snowball's description, adding the phrase “Reduced damage to Crown Towers.” to it.
06/09/2021|On 6/9/21, a Balance Update increased the Giant Snowball's pushback distance to 1.8 tiles (from 1.5 tiles).",7
107,Royal Delivery,6 April 2020,06/04/2020,"05/05/2020|On 5/5/2020, a Balance Update, increased the Delivery's damage by 27%.
01/06/2020|On 1/6/2020, a Balance Update, decreased the Delivery's damage by 10%.
